index	name	xprs_tpm_kallisto	xprs_count_kallisto	xprs_tpm_rsem_x	xprs_count_rsem_x	xprs_tpm_rsem_y	xprs_count_rsem_y	length	tr_good	tr_bases_covered	tr_seq_true	tr_score	tr_not_segmented	component_contribute_xprs_tpm_kallisto	component_contribute_xprs_count_kallisto	component_contribute_xprs_tpm_rsem_x	component_contribute_xprs_count_rsem_x	component_contribute_xprs_tpm_rsem_y	component_contribute_xprs_count_rsem_y	component_relative_xprs_tpm_kallisto	component_relative_xprs_count_kallisto	component_relative_xprs_tpm_rsem_x	component_relative_xprs_count_rsem_x	component_relative_xprs_tpm_rsem_y	component_relative_xprs_count_rsem_y	component	index_component	component_tot_xprs_tpm_kallisto	component_tot_xprs_count_kallisto	component_tot_xprs_tpm_rsem_x	component_tot_xprs_count_rsem_x	component_tot_xprs_tpm_rsem_y	component_tot_xprs_count_rsem_y	component_avg_xprs_tpm_kallisto	component_avg_xprs_count_kallisto	component_avg_xprs_tpm_rsem_x	component_avg_xprs_count_rsem_x	component_avg_xprs_tpm_rsem_y	component_avg_xprs_count_rsem_y	component_max_xprs_tpm_kallisto	component_max_xprs_count_kallisto	component_max_xprs_tpm_rsem_x	component_max_xprs_count_rsem_x	component_max_xprs_tpm_rsem_y	component_max_xprs_count_rsem_y	component_size	component_component
2590	TRINITY_DN2248_c0_g1_i1	297.216	537.0	290.83	413.0	290.83	413.0	2003	0.846	1.0	0.97	0.732	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2471	2471	297.216	537.0	290.83	413.0	290.83	413.0	297.216	537.0	290.83	413.0	290.83	413.0	297.216	537.0	290.83	413.0	290.83	413.0	1	2471
2591	TRINITY_DN2266_c0_g1_i1	132.174	343.0	137.35	280.0	137.35	280.0	2798	0.821	1.0	0.971	0.766	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2472	2472	132.174	343.0	137.35	280.0	137.35	280.0	132.174	343.0	137.35	280.0	137.35	280.0	132.174	343.0	137.35	280.0	137.35	280.0	1	2472
2592	TRINITY_DN2282_c0_g1_i1	77.326	145.0	69.89	103.0	69.89	103.0	2072	0.785	1.0	0.961	0.749	0.994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2473	2473	77.326	145.0	69.89	103.0	69.89	103.0	77.326	145.0	69.89	103.0	69.89	103.0	77.326	145.0	69.89	103.0	69.89	103.0	1	2473
2593	TRINITY_DN2247_c0_g1_i1	41.616	22.0	43.14	18.0	43.14	18.0	714	0.762	1.0	0.967	0.671	0.911	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2474	2474	41.616	22.0	43.14	18.0	43.14	18.0	41.616	22.0	43.14	18.0	43.14	18.0	41.616	22.0	43.14	18.0	43.14	18.0	1	2474
2594	TRINITY_DN2298_c0_g1_i1	67.143	154.0	67.7	122.0	67.7	122.0	2494	0.788	1.0	0.979	0.759	0.984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2475	2475	67.143	154.0	67.7	122.0	67.7	122.0	67.143	154.0	67.7	122.0	67.7	122.0	67.143	154.0	67.7	122.0	67.7	122.0	1	2475
2595	TRINITY_DN2281_c0_g1_i1	686.36	795.0	703.41	641.0	703.41	641.0	1349	0.825	1.0	0.966	0.67	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2476	2476	686.36	795.0	703.41	641.0	703.41	641.0	686.36	795.0	703.41	641.0	703.41	641.0	686.36	795.0	703.41	641.0	703.41	641.0	1	2476
2596	TRINITY_DN2254_c0_g1_i1	145.549	153.0	148.68	123.0	148.68	123.0	1241	0.85	1.0	0.976	0.656	0.791	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2477	2477	145.549	153.0	148.68	123.0	148.68	123.0	145.549	153.0	148.68	123.0	148.68	123.0	145.549	153.0	148.68	123.0	148.68	123.0	1	2477
2597	TRINITY_DN2252_c0_g1_i1	362.315	489.0	356.13	378.0	356.13	378.0	1542	0.832	1.0	0.971	0.761	0.942	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2478	2478	362.315	489.0	356.13	378.0	356.13	378.0	362.315	489.0	356.13	378.0	356.13	378.0	362.315	489.0	356.13	378.0	356.13	378.0	1	2478
2598	TRINITY_DN2239_c0_g1_i1	44.49	102.0	44.97	81.0	44.97	81.0	2493	0.88	1.0	0.965	0.813	0.958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2479	2479	44.49	102.0	44.97	81.0	44.97	81.0	44.49	102.0	44.97	81.0	44.97	81.0	44.49	102.0	44.97	81.0	44.97	81.0	1	2479
2599	TRINITY_DN2232_c0_g1_i1	102.213	119.0	101.53	93.0	101.53	93.0	1355	0.824	1.0	0.97	0.756	0.947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2480	2480	102.213	119.0	101.53	93.0	101.53	93.0	102.213	119.0	101.53	93.0	101.53	93.0	102.213	119.0	101.53	93.0	101.53	93.0	1	2480
2600	TRINITY_DN2210_c0_g1_i1	243.989	833.0	244.68	656.0	244.68	656.0	3624	0.792	1.0	0.973	0.74	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2481	2481	243.989	833.0	244.68	656.0	244.68	656.0	243.989	833.0	244.68	656.0	244.68	656.0	243.989	833.0	244.68	656.0	244.68	656.0	1	2481
2601	TRINITY_DN2208_c0_g1_i1	133.347	272.0	131.64	211.0	131.64	211.0	2238	0.75	1.0	0.963	0.695	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2482	2482	133.347	272.0	131.64	211.0	131.64	211.0	133.347	272.0	131.64	211.0	131.64	211.0	133.347	272.0	131.64	211.0	131.64	211.0	1	2482
2602	TRINITY_DN2258_c0_g1_i1	101.469	244.0	97.93	185.0	97.93	185.0	2606	0.837	1.0	0.969	0.752	0.928	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2483	2483	101.469	244.0	97.93	185.0	97.93	185.0	101.469	244.0	97.93	185.0	97.93	185.0	101.469	244.0	97.93	185.0	97.93	185.0	1	2483
2603	TRINITY_DN2209_c0_g1_i1	116.199	118.0	118.86	95.0	118.86	95.0	1205	0.709	1.0	0.975	0.529	0.765	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2484	2484	116.199	118.0	118.86	95.0	118.86	95.0	116.199	118.0	118.86	95.0	118.86	95.0	116.199	118.0	118.86	95.0	118.86	95.0	1	2484
2604	TRINITY_DN2204_c0_g1_i1	97.071	62.0	109.21	55.0	109.21	55.0	825	0.721	1.0	0.975	0.103	0.146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2485	2485	97.071	62.0	109.21	55.0	109.21	55.0	97.071	62.0	109.21	55.0	109.21	55.0	97.071	62.0	109.21	55.0	109.21	55.0	1	2485
2605	TRINITY_DN2272_c0_g1_i1	48.276	17.0	39.45	11.0	39.45	11.0	536	0.824	1.0	0.967	0.655	0.823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2486	2486	48.276	17.0	39.45	11.0	39.45	11.0	48.276	17.0	39.45	11.0	39.45	11.0	48.276	17.0	39.45	11.0	39.45	11.0	1	2486
2606	TRINITY_DN2268_c0_g1_i1	182.73	112.0	194.45	94.0	194.45	94.0	799	0.795	1.0	0.979	0.295	0.379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2487	2487	182.73	112.0	194.45	94.0	194.45	94.0	182.73	112.0	194.45	94.0	194.45	94.0	182.73	112.0	194.45	94.0	194.45	94.0	1	2487
2607	TRINITY_DN2251_c0_g1_i1	592.459	1222.0	593.55	962.0	593.55	962.0	2261	0.818	1.0	0.97	0.739	0.932	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2488	2488	592.459	1222.0	593.55	962.0	593.55	962.0	592.459	1222.0	593.55	962.0	593.55	962.0	592.459	1222.0	593.55	962.0	593.55	962.0	1	2488
2608	TRINITY_DN2292_c0_g1_i1	139.964	171.0	140.47	135.0	140.47	135.0	1413	0.801	1.0	0.974	0.687	0.88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2489	2489	139.964	171.0	140.47	135.0	140.47	135.0	139.964	171.0	140.47	135.0	140.47	135.0	139.964	171.0	140.47	135.0	140.47	135.0	1	2489
2609	TRINITY_DN2245_c0_g1_i1	769.651	2111.0	776.54	1673.0	776.54	1673.0	2947	0.836	1.0	0.97	0.732	0.903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2490	2490	769.651	2111.0	776.54	1673.0	776.54	1673.0	769.651	2111.0	776.54	1673.0	776.54	1673.0	769.651	2111.0	776.54	1673.0	776.54	1673.0	1	2490
2610	TRINITY_DN2224_c0_g1_i1	57.759	98.0	59.23	79.0	59.23	79.0	1892	0.776	1.0	0.971	0.635	0.843	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2491	2491	57.759	98.0	59.23	79.0	59.23	79.0	57.759	98.0	59.23	79.0	59.23	79.0	57.759	98.0	59.23	79.0	59.23	79.0	1	2491
2611	TRINITY_DN2250_c0_g1_i1	79.793	249.0	79.97	196.0	79.97	196.0	3328	0.876	1.0	0.968	0.805	0.95	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2492	2492	79.793	249.0	79.97	196.0	79.97	196.0	79.793	249.0	79.97	196.0	79.97	196.0	79.793	249.0	79.97	196.0	79.97	196.0	1	2492
2612	TRINITY_DN2237_c0_g1_i1	116.231	179.0	117.28	142.0	117.28	142.0	1734	0.833	1.0	0.967	0.761	0.945	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2493	2493	116.231	179.0	117.28	142.0	117.28	142.0	116.231	179.0	117.28	142.0	117.28	142.0	116.231	179.0	117.28	142.0	117.28	142.0	1	2493
2613	TRINITY_DN2207_c0_g1_i1	52.779	29.0	59.96	26.0	59.96	26.0	735	0.862	1.0	0.985	0.804	0.947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2494	2494	52.779	29.0	59.96	26.0	59.96	26.0	52.779	29.0	59.96	26.0	59.96	26.0	52.779	29.0	59.96	26.0	59.96	26.0	1	2494
2614	TRINITY_DN2291_c0_g1_i1	107.838	43.0	107.81	34.0	107.81	34.0	583	0.86	1.0	0.962	0.792	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2495	2495	107.838	43.0	107.81	34.0	107.81	34.0	107.838	43.0	107.81	34.0	107.81	34.0	107.838	43.0	107.81	34.0	107.81	34.0	1	2495
2615	TRINITY_DN2287_c0_g1_i1	159.649	319.0	157.94	248.0	157.94	248.0	2196	0.816	1.0	0.969	0.76	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2496	2496	159.649	319.0	157.94	248.0	157.94	248.0	159.649	319.0	157.94	248.0	157.94	248.0	159.649	319.0	157.94	248.0	157.94	248.0	1	2496
2616	TRINITY_DN2214_c0_g1_i1	580.401	1905.0	573.39	1478.0	573.39	1478.0	3491	0.83	1.0	0.971	0.771	0.957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2497	2497	580.401	1905.0	573.39	1478.0	573.39	1478.0	580.401	1905.0	573.39	1478.0	573.39	1478.0	580.401	1905.0	573.39	1478.0	573.39	1478.0	1	2497
2617	TRINITY_DN2213_c0_g1_i1	130.124	384.0	125.12	290.0	125.12	290.0	3157	0.815	1.0	0.966	0.756	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2498	2498	130.124	384.0	125.12	290.0	125.12	290.0	130.124	384.0	125.12	290.0	125.12	290.0	130.124	384.0	125.12	290.0	125.12	290.0	1	2498
2618	TRINITY_DN2271_c0_g1_i1	84.026	58.0	93.73	51.0	93.73	51.0	877	0.69	1.0	0.963	0.53	0.798	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2499	2499	84.026	58.0	93.73	51.0	93.73	51.0	84.026	58.0	93.73	51.0	93.73	51.0	84.026	58.0	93.73	51.0	93.73	51.0	1	2499
2619	TRINITY_DN2261_c0_g1_i1	42.993	44.0	48.42	39.0	48.42	39.0	1213	0.905	1.0	0.987	0.471	0.528	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2500	2500	42.993	44.0	48.42	39.0	48.42	39.0	42.993	44.0	48.42	39.0	48.42	39.0	42.993	44.0	48.42	39.0	48.42	39.0	1	2500
2620	TRINITY_DN2241_c0_g1_i1	76.339	105.0	82.28	89.0	82.28	89.0	1568	0.731	1.0	0.968	0.639	0.903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2501	2501	76.339	105.0	82.28	89.0	82.28	89.0	76.339	105.0	82.28	89.0	82.28	89.0	76.339	105.0	82.28	89.0	82.28	89.0	1	2501
2621	TRINITY_DN2200_c0_g1_i1	222.322	321.0	221.96	252.0	221.96	252.0	1637	0.863	1.0	0.967	0.752	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2502	2502	222.322	321.0	221.96	252.0	221.96	252.0	222.322	321.0	221.96	252.0	221.96	252.0	222.322	321.0	221.96	252.0	221.96	252.0	1	2502
2622	TRINITY_DN2229_c0_g1_i1	55.425	62.0	55.67	49.0	55.67	49.0	1309	0.817	1.0	0.971	0.757	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2503	2503	55.425	62.0	55.67	49.0	55.67	49.0	55.425	62.0	55.67	49.0	55.67	49.0	55.425	62.0	55.67	49.0	55.67	49.0	1	2503
2623	TRINITY_DN2226_c0_g1_i1	77.488	76.0	81.6	63.0	81.6	63.0	1170	0.851	0.993	0.975	0.78	0.947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2504	2504	77.488	76.0	81.6	63.0	81.6	63.0	77.488	76.0	81.6	63.0	81.6	63.0	77.488	76.0	81.6	63.0	81.6	63.0	1	2504
2624	TRINITY_DN2234_c0_g1_i1	120.17	217.0	125.42	178.0	125.42	178.0	2002	0.818	1.0	0.964	0.757	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2505	2505	120.17	217.0	125.42	178.0	125.42	178.0	120.17	217.0	125.42	178.0	125.42	178.0	120.17	217.0	125.42	178.0	125.42	178.0	1	2505
2625	TRINITY_DN2240_c0_g1_i1	172.997	504.0	173.5	397.0	173.5	397.0	3119	0.808	1.0	0.968	0.774	0.989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2506	2506	172.997	504.0	173.5	397.0	173.5	397.0	172.997	504.0	173.5	397.0	173.5	397.0	172.997	504.0	173.5	397.0	173.5	397.0	1	2506
2626	TRINITY_DN2212_c0_g1_i1	85.004	80.0	80.98	60.0	80.98	60.0	1130	0.816	1.0	0.976	0.744	0.935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2507	2507	85.004	80.0	80.98	60.0	80.98	60.0	85.004	80.0	80.98	60.0	80.98	60.0	85.004	80.0	80.98	60.0	80.98	60.0	1	2507
2627	TRINITY_DN2262_c0_g1_i1	710.622	1706.0	704.65	1329.0	704.65	1329.0	2602	0.819	1.0	0.968	0.765	0.965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2508	2508	710.622	1706.0	704.65	1329.0	704.65	1329.0	710.622	1706.0	704.65	1329.0	704.65	1329.0	710.622	1706.0	704.65	1329.0	704.65	1329.0	1	2508
2628	TRINITY_DN2256_c0_g1_i1	160.073	127.0	161.6	101.0	161.6	101.0	981	0.818	1.0	0.968	0.709	0.894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2509	2509	160.073	127.0	161.6	101.0	161.6	101.0	160.073	127.0	161.6	101.0	161.6	101.0	160.073	127.0	161.6	101.0	161.6	101.0	1	2509
2629	TRINITY_DN2211_c0_g1_i1	71.552	128.0	71.83	101.0	71.83	101.0	1985	0.828	1.0	0.973	0.774	0.961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2510	2510	71.552	128.0	71.83	101.0	71.83	101.0	71.552	128.0	71.83	101.0	71.83	101.0	71.552	128.0	71.83	101.0	71.83	101.0	1	2510
2630	TRINITY_DN2263_c0_g1_i1	92.99	122.0	82.38	85.0	82.38	85.0	1504	0.866	1.0	0.961	0.762	0.916	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2511	2511	92.99	122.0	82.38	85.0	82.38	85.0	92.99	122.0	82.38	85.0	82.38	85.0	92.99	122.0	82.38	85.0	82.38	85.0	1	2511
2631	TRINITY_DN2236_c0_g1_i1	122.993	211.0	128.29	173.0	128.29	173.0	1911	0.789	1.0	0.971	0.69	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2512	2512	122.993	211.0	128.29	173.0	128.29	173.0	122.993	211.0	128.29	173.0	128.29	173.0	122.993	211.0	128.29	173.0	128.29	173.0	1	2512
2632	TRINITY_DN2289_c0_g1_i1	50.565	70.0	50.52	55.0	50.52	55.0	1577	0.884	1.0	0.967	0.763	0.893	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2513	2513	50.565	70.0	50.52	55.0	50.52	55.0	50.565	70.0	50.52	55.0	50.52	55.0	50.565	70.0	50.52	55.0	50.52	55.0	1	2513
2633	TRINITY_DN2264_c0_g1_i1	97.253	195.0	102.18	161.0	102.18	161.0	2203	0.849	1.0	0.971	0.793	0.962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2514	2514	97.253	195.0	102.18	161.0	102.18	161.0	97.253	195.0	102.18	161.0	102.18	161.0	97.253	195.0	102.18	161.0	102.18	161.0	1	2514
2634	TRINITY_DN2270_c0_g1_i1	58.517	103.0	59.99	83.0	59.99	83.0	1956	0.808	1.0	0.979	0.755	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2515	2515	58.517	103.0	59.99	83.0	59.99	83.0	58.517	103.0	59.99	83.0	59.99	83.0	58.517	103.0	59.99	83.0	59.99	83.0	1	2515
2635	TRINITY_DN2244_c0_g1_i1	115.683	120.0	111.47	91.0	111.47	91.0	1227	0.784	1.0	0.96	0.719	0.954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2516	2516	115.683	120.0	111.47	91.0	111.47	91.0	115.683	120.0	111.47	91.0	111.47	91.0	115.683	120.0	111.47	91.0	111.47	91.0	1	2516
2636	TRINITY_DN2265_c0_g1_i1	72.539	112.0	79.91	97.0	79.91	97.0	1738	0.827	1.0	0.971	0.789	0.982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2517	2517	72.539	112.0	79.91	97.0	79.91	97.0	72.539	112.0	79.91	97.0	79.91	97.0	72.539	112.0	79.91	97.0	79.91	97.0	1	2517
2637	TRINITY_DN2238_c0_g1_i1	114.782	121.0	122.95	102.0	122.95	102.0	1244	0.739	1.0	0.971	0.64	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2518	2518	114.782	121.0	122.95	102.0	122.95	102.0	114.782	121.0	122.95	102.0	122.95	102.0	114.782	121.0	122.95	102.0	122.95	102.0	1	2518
2638	TRINITY_DN2246_c0_g1_i1	69.447	29.0	72.69	24.0	72.69	24.0	602	0.483	1.0	0.995	0.433	0.903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2519	2519	69.447	29.0	72.69	24.0	72.69	24.0	69.447	29.0	72.69	24.0	72.69	24.0	69.447	29.0	72.69	24.0	72.69	24.0	1	2519
2639	TRINITY_DN2235_c0_g1_i1	453.511	2226.0	450.24	1735.0	450.24	1735.0	5131	0.845	1.0	0.969	0.78	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2520	2520	453.511	2226.0	450.24	1735.0	450.24	1735.0	453.511	2226.0	450.24	1735.0	450.24	1735.0	453.511	2226.0	450.24	1735.0	450.24	1735.0	1	2520
2640	TRINITY_DN2273_c0_g1_i1	91.656	44.0	87.03	33.0	87.03	33.0	665	0.814	1.0	0.979	0.689	0.864	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2521	2521	91.656	44.0	87.03	33.0	87.03	33.0	91.656	44.0	87.03	33.0	87.03	33.0	91.656	44.0	87.03	33.0	87.03	33.0	1	2521
2641	TRINITY_DN2280_c0_g1_i1	74.493	69.0	74.05	54.0	74.05	54.0	1115	0.725	1.0	0.963	0.618	0.885	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2522	2522	74.493	69.0	74.05	54.0	74.05	54.0	74.493	69.0	74.05	54.0	74.05	54.0	74.493	69.0	74.05	54.0	74.05	54.0	1	2522
2642	TRINITY_DN2283_c0_g1_i1	105.178	58.0	112.6	49.0	112.6	49.0	737	0.724	1.0	0.971	0.493	0.7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2523	2523	105.178	58.0	112.6	49.0	112.6	49.0	105.178	58.0	112.6	49.0	112.6	49.0	105.178	58.0	112.6	49.0	112.6	49.0	1	2523
2643	TRINITY_DN2233_c0_g1_i1	206.074	404.0	197.32	304.0	197.32	304.0	2158	0.781	1.0	0.962	0.745	0.991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2524	2524	206.074	404.0	197.32	304.0	197.32	304.0	206.074	404.0	197.32	304.0	197.32	304.0	206.074	404.0	197.32	304.0	197.32	304.0	1	2524
2644	TRINITY_DN2223_c0_g1_i1	131.598	62.0	131.66	49.0	131.66	49.0	656	0.839	1.0	0.96	0.681	0.846	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2525	2525	131.598	62.0	131.66	49.0	131.66	49.0	131.598	62.0	131.66	49.0	131.66	49.0	131.598	62.0	131.66	49.0	131.66	49.0	1	2525
2645	TRINITY_DN2274_c0_g1_i1	302.058	331.0	317.77	274.0	317.77	274.0	1286	0.836	1.0	0.969	0.706	0.872	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2526	2526	302.058	331.0	317.77	274.0	317.77	274.0	302.058	331.0	317.77	274.0	317.77	274.0	302.058	331.0	317.77	274.0	317.77	274.0	1	2526
2646	TRINITY_DN2284_c0_g1_i1	119.598	183.0	114.71	138.0	114.71	138.0	1724	0.878	1.0	0.963	0.835	0.988	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2527	2527	119.598	183.0	114.71	138.0	114.71	138.0	119.598	183.0	114.71	138.0	114.71	138.0	119.598	183.0	114.71	138.0	114.71	138.0	1	2527
2647	TRINITY_DN2202_c0_g1_i1	79.174	91.0	76.3	69.0	76.3	69.0	1340	0.83	1.0	0.975	0.721	0.892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2528	2528	79.174	91.0	76.3	69.0	76.3	69.0	79.174	91.0	76.3	69.0	76.3	69.0	79.174	91.0	76.3	69.0	76.3	69.0	1	2528
2648	TRINITY_DN2231_c0_g1_i1	35.067	41.0	34.79	32.0	34.79	32.0	1360	0.878	1.0	0.964	0.812	0.959	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2529	2529	35.067	41.0	34.79	32.0	34.79	32.0	35.067	41.0	34.79	32.0	34.79	32.0	35.067	41.0	34.79	32.0	34.79	32.0	1	2529
2649	TRINITY_DN2253_c0_g1_i1	97.454	184.0	102.44	152.0	102.44	152.0	2085	0.773	1.0	0.966	0.712	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2530	2530	97.454	184.0	102.44	152.0	102.44	152.0	97.454	184.0	102.44	152.0	102.44	152.0	97.454	184.0	102.44	152.0	102.44	152.0	1	2530
2650	TRINITY_DN2269_c0_g1_i1	72.609	44.0	73.23	35.0	73.23	35.0	792	0.75	1.0	0.944	0.65	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2531	2531	72.609	44.0	73.23	35.0	73.23	35.0	72.609	44.0	73.23	35.0	73.23	35.0	72.609	44.0	73.23	35.0	73.23	35.0	1	2531
2651	TRINITY_DN2222_c0_g1_i1	1395.26	1273.0	1411.57	1014.0	1411.57	1014.0	1101	0.801	1.0	0.969	0.557	0.717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2532	2532	1395.26	1273.0	1411.57	1014.0	1411.57	1014.0	1395.26	1273.0	1411.57	1014.0	1411.57	1014.0	1395.26	1273.0	1411.57	1014.0	1411.57	1014.0	1	2532
2652	TRINITY_DN2216_c0_g1_i1	110.467	225.0	111.21	178.0	111.21	178.0	2235	0.848	1.0	0.969	0.739	0.901	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2533	2533	110.467	225.0	111.21	178.0	111.21	178.0	110.467	225.0	111.21	178.0	111.21	178.0	110.467	225.0	111.21	178.0	111.21	178.0	1	2533
2653	TRINITY_DN2218_c0_g1_i1	109.546	151.0	109.78	119.0	109.78	119.0	1571	0.801	1.0	0.965	0.737	0.953	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2534	2534	109.546	151.0	109.78	119.0	109.78	119.0	109.546	151.0	109.78	119.0	109.78	119.0	109.546	151.0	109.78	119.0	109.78	119.0	1	2534
2654	TRINITY_DN2215_c0_g1_i1	103.155	71.0	106.91	58.0	106.91	58.0	875	0.897	1.0	0.971	0.847	0.972	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2535	2535	103.155	71.0	106.91	58.0	106.91	58.0	103.155	71.0	106.91	58.0	106.91	58.0	103.155	71.0	106.91	58.0	106.91	58.0	1	2535
2655	TRINITY_DN2286_c0_g1_i1	124.168	386.0	124.51	304.0	124.51	304.0	3316	0.832	1.0	0.967	0.793	0.986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2536	2536	124.168	386.0	124.51	304.0	124.51	304.0	124.168	386.0	124.51	304.0	124.51	304.0	124.168	386.0	124.51	304.0	124.51	304.0	1	2536
